fecha,region,estacion,variable,valor
1967-01-25,Lima,Santa Rosa,prec_acum,2
1967-01-26,Lima,Santa Rosa,prec_acum,0
1967-01-27,Lima,Santa Rosa,prec_acum,0
1967-01-28,Lima,Santa Rosa,prec_acum,0
1967-01-29,Lima,Santa Rosa,prec_acum,0.5
1967-01-30,Lima,Santa Rosa,prec_acum,0
1967-01-31,Lima,Santa Rosa,prec_acum,0.1
1967-02-01,Lima,Santa Rosa,prec_acum,0.8
1967-02-02,Lima,Santa Rosa,prec_acum,0
1967-02-03,Lima,Santa Rosa,prec_acum,0
1967-02-04,Lima,Santa Rosa,prec_acum,0
1967-02-05,Lima,Santa Rosa,prec_acum,0
1967-02-06,Lima,Santa Rosa,prec_acum,0
1967-02-07,Lima,Santa Rosa,prec_acum,2
1967-02-08,Lima,Santa Rosa,prec_acum,3
1967-02-09,Lima,Santa Rosa,prec_acum,0
1967-02-10,Lima,Santa Rosa,prec_acum,0
1967-02-11,Lima,Santa Rosa,prec_acum,0
1967-02-12,Lima,Santa Rosa,prec_acum,0
1967-02-13,Lima,Santa Rosa,prec_acum,0
1967-02-14,Lima,Santa Rosa,prec_acum,0
1967-02-15,Lima,Santa Rosa,prec_acum,0
1967-02-16,Lima,Santa Rosa,prec_acum,0
1967-02-17,Lima,Santa Rosa,prec_acum,0
1967-02-18,Lima,Santa Rosa,prec_acum,0
1967-02-19,Lima,Santa Rosa,prec_acum,0
1967-02-20,Lima,Santa Rosa,prec_acum,0
1967-02-21,Lima,Santa Rosa,prec_acum,0
1967-02-22,Lima,Santa Rosa,prec_acum,0
1967-02-23,Lima,Santa Rosa,prec_acum,0.7
1967-02-24,Lima,Santa Rosa,prec_acum,0
1967-02-25,Lima,Santa Rosa,prec_acum,0
1967-02-26,Lima,Santa Rosa,prec_acum,0
1967-02-27,Lima,Santa Rosa,prec_acum,0
1967-02-28,Lima,Santa Rosa,prec_acum,0
1967-03-01,Lima,Santa Rosa,prec_acum,0
1967-03-02,Lima,Santa Rosa,prec_acum,0
1967-03-03,Lima,Santa Rosa,prec_acum,0
1967-03-04,Lima,Santa Rosa,prec_acum,0
1967-03-05,Lima,Santa Rosa,prec_acum,0
1967-03-06,Lima,Santa Rosa,prec_acum,0
1967-03-07,Lima,Santa Rosa,prec_acum,0
1967-03-08,Lima,Santa Rosa,prec_acum,0
1967-03-09,Lima,Santa Rosa,prec_acum,0
1967-03-10,Lima,Santa Rosa,prec_acum,0
1967-03-11,Lima,Santa Rosa,prec_acum,0
1967-03-12,Lima,Santa Rosa,prec_acum,0
1967-03-13,Lima,Santa Rosa,prec_acum,0
1967-03-14,Lima,Santa Rosa,prec_acum,0
1967-03-15,Lima,Santa Rosa,prec_acum,0
1967-03-16,Lima,Santa Rosa,prec_acum,0
1967-03-17,Lima,Santa Rosa,prec_acum,0
1967-03-18,Lima,Santa Rosa,prec_acum,1.3
1967-03-19,Lima,Santa Rosa,prec_acum,0
1967-03-20,Lima,Santa Rosa,prec_acum,0
1967-03-21,Lima,Santa Rosa,prec_acum,0
1967-03-22,Lima,Santa Rosa,prec_acum,0
1967-03-23,Lima,Santa Rosa,prec_acum,0
1967-03-24,Lima,Santa Rosa,prec_acum,0
1967-03-25,Lima,Santa Rosa,prec_acum,0
1967-03-26,Lima,Santa Rosa,prec_acum,0
1967-03-27,Lima,Santa Rosa,prec_acum,0.2
1967-03-28,Lima,Santa Rosa,prec_acum,0
1967-03-29,Lima,Santa Rosa,prec_acum,0
1967-03-30,Lima,Santa Rosa,prec_acum,0
1967-03-31,Lima,Santa Rosa,prec_acum,0
1967-04-01,Lima,Santa Rosa,prec_acum,0
1967-04-02,Lima,Santa Rosa,prec_acum,0
1967-04-03,Lima,Santa Rosa,prec_acum,0
1967-04-04,Lima,Santa Rosa,prec_acum,0
1967-04-05,Lima,Santa Rosa,prec_acum,0
1967-04-06,Lima,Santa Rosa,prec_acum,0
1967-04-07,Lima,Santa Rosa,prec_acum,0
1967-04-08,Lima,Santa Rosa,prec_acum,0
1967-04-09,Lima,Santa Rosa,prec_acum,0
1967-04-10,Lima,Santa Rosa,prec_acum,0
1967-04-11,Lima,Santa Rosa,prec_acum,0
1967-04-12,Lima,Santa Rosa,prec_acum,0
1967-04-13,Lima,Santa Rosa,prec_acum,0
1967-04-14,Lima,Santa Rosa,prec_acum,0
1967-04-15,Lima,Santa Rosa,prec_acum,0
1967-04-16,Lima,Santa Rosa,prec_acum,0
1967-04-17,Lima,Santa Rosa,prec_acum,0
1967-04-18,Lima,Santa Rosa,prec_acum,0
1967-04-19,Lima,Santa Rosa,prec_acum,0
1967-04-20,Lima,Santa Rosa,prec_acum,0
1967-04-21,Lima,Santa Rosa,prec_acum,0
1967-04-22,Lima,Santa Rosa,prec_acum,0
1967-04-23,Lima,Santa Rosa,prec_acum,0
1967-04-24,Lima,Santa Rosa,prec_acum,0
1967-04-25,Lima,Santa Rosa,prec_acum,0
1967-04-26,Lima,Santa Rosa,prec_acum,0
1967-04-27,Lima,Santa Rosa,prec_acum,0
1967-04-28,Lima,Santa Rosa,prec_acum,0
1967-04-29,Lima,Santa Rosa,prec_acum,0
1967-04-30,Lima,Santa Rosa,prec_acum,0
1967-05-01,Lima,Santa Rosa,prec_acum,0
1967-05-02,Lima,Santa Rosa,prec_acum,0
1967-05-03,Lima,Santa Rosa,prec_acum,0
1967-05-04,Lima,Santa Rosa,prec_acum,0
1967-05-05,Lima,Santa Rosa,prec_acum,0
1967-05-06,Lima,Santa Rosa,prec_acum,0
1967-05-07,Lima,Santa Rosa,prec_acum,0
1967-05-08,Lima,Santa Rosa,prec_acum,0
1967-05-09,Lima,Santa Rosa,prec_acum,0
1967-05-10,Lima,Santa Rosa,prec_acum,0
1967-05-11,Lima,Santa Rosa,prec_acum,0
1967-05-12,Lima,Santa Rosa,prec_acum,0
1967-05-13,Lima,Santa Rosa,prec_acum,0
1967-05-14,Lima,Santa Rosa,prec_acum,0
1967-05-15,Lima,Santa Rosa,prec_acum,0
1967-05-16,Lima,Santa Rosa,prec_acum,0
1967-05-17,Lima,Santa Rosa,prec_acum,0
1967-05-18,Lima,Santa Rosa,prec_acum,0
1967-05-19,Lima,Santa Rosa,prec_acum,0
1967-05-20,Lima,Santa Rosa,prec_acum,0
1967-05-21,Lima,Santa Rosa,prec_acum,0
1967-05-22,Lima,Santa Rosa,prec_acum,0
1967-05-23,Lima,Santa Rosa,prec_acum,0
1967-05-24,Lima,Santa Rosa,prec_acum,0
1967-05-25,Lima,Santa Rosa,prec_acum,0
1967-05-26,Lima,Santa Rosa,prec_acum,0
1967-05-27,Lima,Santa Rosa,prec_acum,0
1967-05-28,Lima,Santa Rosa,prec_acum,0
1967-05-29,Lima,Santa Rosa,prec_acum,0
1967-05-30,Lima,Santa Rosa,prec_acum,0
1967-05-31,Lima,Santa Rosa,prec_acum,0
1967-06-01,Lima,Santa Rosa,prec_acum,0
1967-06-02,Lima,Santa Rosa,prec_acum,0
1967-06-03,Lima,Santa Rosa,prec_acum,0.2
1967-06-04,Lima,Santa Rosa,prec_acum,0
1967-06-05,Lima,Santa Rosa,prec_acum,0
1967-06-06,Lima,Santa Rosa,prec_acum,0
1967-06-07,Lima,Santa Rosa,prec_acum,0
1967-06-08,Lima,Santa Rosa,prec_acum,0
1967-06-09,Lima,Santa Rosa,prec_acum,0
1967-06-10,Lima,Santa Rosa,prec_acum,0
1967-06-11,Lima,Santa Rosa,prec_acum,0
1967-06-12,Lima,Santa Rosa,prec_acum,0
1967-06-13,Lima,Santa Rosa,prec_acum,0
1967-06-14,Lima,Santa Rosa,prec_acum,0
1967-06-15,Lima,Santa Rosa,prec_acum,0
1967-06-16,Lima,Santa Rosa,prec_acum,0
1967-06-17,Lima,Santa Rosa,prec_acum,0
1967-06-18,Lima,Santa Rosa,prec_acum,0
1967-06-19,Lima,Santa Rosa,prec_acum,0
1967-06-20,Lima,Santa Rosa,prec_acum,0
1967-06-21,Lima,Santa Rosa,prec_acum,0
1967-06-22,Lima,Santa Rosa,prec_acum,0
1967-06-23,Lima,Santa Rosa,prec_acum,0
1967-06-24,Lima,Santa Rosa,prec_acum,0
1967-06-25,Lima,Santa Rosa,prec_acum,0
1967-06-26,Lima,Santa Rosa,prec_acum,0
1967-06-27,Lima,Santa Rosa,prec_acum,0
1967-06-28,Lima,Santa Rosa,prec_acum,0
1967-06-29,Lima,Santa Rosa,prec_acum,0
1967-06-30,Lima,Santa Rosa,prec_acum,0
1967-07-01,Lima,Santa Rosa,prec_acum,0
1967-07-02,Lima,Santa Rosa,prec_acum,0
1967-07-03,Lima,Santa Rosa,prec_acum,0
1967-07-04,Lima,Santa Rosa,prec_acum,0
1967-07-05,Lima,Santa Rosa,prec_acum,0
1967-07-06,Lima,Santa Rosa,prec_acum,0
1967-07-07,Lima,Santa Rosa,prec_acum,0
1967-07-08,Lima,Santa Rosa,prec_acum,0
1967-07-09,Lima,Santa Rosa,prec_acum,0
1967-07-10,Lima,Santa Rosa,prec_acum,0
1967-07-11,Lima,Santa Rosa,prec_acum,0
1967-07-12,Lima,Santa Rosa,prec_acum,0
1967-07-13,Lima,Santa Rosa,prec_acum,0
1967-07-14,Lima,Santa Rosa,prec_acum,0
1967-07-15,Lima,Santa Rosa,prec_acum,0
1967-07-16,Lima,Santa Rosa,prec_acum,0.2
1967-07-17,Lima,Santa Rosa,prec_acum,0.4
1967-07-18,Lima,Santa Rosa,prec_acum,0
1967-07-19,Lima,Santa Rosa,prec_acum,0
1967-07-20,Lima,Santa Rosa,prec_acum,0
1967-07-21,Lima,Santa Rosa,prec_acum,0.2
1967-07-22,Lima,Santa Rosa,prec_acum,0
1967-07-23,Lima,Santa Rosa,prec_acum,0
1967-07-24,Lima,Santa Rosa,prec_acum,0
1967-07-25,Lima,Santa Rosa,prec_acum,0
1967-07-26,Lima,Santa Rosa,prec_acum,0
1967-07-27,Lima,Santa Rosa,prec_acum,0
1967-07-28,Lima,Santa Rosa,prec_acum,0.2
1967-07-29,Lima,Santa Rosa,prec_acum,0
1967-07-30,Lima,Santa Rosa,prec_acum,0
1967-07-31,Lima,Santa Rosa,prec_acum,0
1967-08-01,Lima,Santa Rosa,prec_acum,0
1967-08-02,Lima,Santa Rosa,prec_acum,0
1967-08-03,Lima,Santa Rosa,prec_acum,0
1967-08-04,Lima,Santa Rosa,prec_acum,0
1967-08-05,Lima,Santa Rosa,prec_acum,0
1967-08-06,Lima,Santa Rosa,prec_acum,0
1967-08-07,Lima,Santa Rosa,prec_acum,0
1967-08-08,Lima,Santa Rosa,prec_acum,0
1967-08-09,Lima,Santa Rosa,prec_acum,0
1967-08-10,Lima,Santa Rosa,prec_acum,0
1967-08-11,Lima,Santa Rosa,prec_acum,0
1967-08-12,Lima,Santa Rosa,prec_acum,0
1967-08-13,Lima,Santa Rosa,prec_acum,0
1967-08-14,Lima,Santa Rosa,prec_acum,0
1967-08-15,Lima,Santa Rosa,prec_acum,0
1967-08-16,Lima,Santa Rosa,prec_acum,0
1967-08-17,Lima,Santa Rosa,prec_acum,0
1967-08-18,Lima,Santa Rosa,prec_acum,0
1967-08-19,Lima,Santa Rosa,prec_acum,0
1967-08-20,Lima,Santa Rosa,prec_acum,0
1967-08-21,Lima,Santa Rosa,prec_acum,0
1967-08-22,Lima,Santa Rosa,prec_acum,0
1967-08-23,Lima,Santa Rosa,prec_acum,0
1967-08-24,Lima,Santa Rosa,prec_acum,0
1967-08-25,Lima,Santa Rosa,prec_acum,0
1967-08-26,Lima,Santa Rosa,prec_acum,0
1967-08-27,Lima,Santa Rosa,prec_acum,0
1967-08-28,Lima,Santa Rosa,prec_acum,0
1967-08-29,Lima,Santa Rosa,prec_acum,0
1967-08-30,Lima,Santa Rosa,prec_acum,0
1967-08-31,Lima,Santa Rosa,prec_acum,0
1967-09-01,Lima,Santa Rosa,prec_acum,0
1967-09-02,Lima,Santa Rosa,prec_acum,0
1967-09-03,Lima,Santa Rosa,prec_acum,0
1967-09-04,Lima,Santa Rosa,prec_acum,0
1967-09-05,Lima,Santa Rosa,prec_acum,0
1967-09-06,Lima,Santa Rosa,prec_acum,0
1967-09-07,Lima,Santa Rosa,prec_acum,0
1967-09-08,Lima,Santa Rosa,prec_acum,0
1967-09-09,Lima,Santa Rosa,prec_acum,0
1967-09-10,Lima,Santa Rosa,prec_acum,0
1967-09-11,Lima,Santa Rosa,prec_acum,0.2
1967-09-12,Lima,Santa Rosa,prec_acum,0
1967-09-13,Lima,Santa Rosa,prec_acum,0
1967-09-14,Lima,Santa Rosa,prec_acum,0
1967-09-15,Lima,Santa Rosa,prec_acum,0
1967-09-16,Lima,Santa Rosa,prec_acum,0
1967-09-17,Lima,Santa Rosa,prec_acum,0
1967-09-18,Lima,Santa Rosa,prec_acum,0
1967-09-19,Lima,Santa Rosa,prec_acum,0
1967-09-20,Lima,Santa Rosa,prec_acum,0
1967-09-21,Lima,Santa Rosa,prec_acum,0
1967-09-22,Lima,Santa Rosa,prec_acum,0
1967-09-23,Lima,Santa Rosa,prec_acum,0
1967-09-24,Lima,Santa Rosa,prec_acum,0
1967-09-25,Lima,Santa Rosa,prec_acum,0
1967-09-26,Lima,Santa Rosa,prec_acum,0
1967-09-27,Lima,Santa Rosa,prec_acum,0
1967-09-28,Lima,Santa Rosa,prec_acum,0
1967-09-29,Lima,Santa Rosa,prec_acum,0
1967-09-30,Lima,Santa Rosa,prec_acum,0
1967-10-01,Lima,Santa Rosa,prec_acum,0
1967-10-02,Lima,Santa Rosa,prec_acum,0
1967-10-03,Lima,Santa Rosa,prec_acum,0
1967-10-04,Lima,Santa Rosa,prec_acum,0
1967-10-05,Lima,Santa Rosa,prec_acum,0
1967-10-06,Lima,Santa Rosa,prec_acum,0
1967-10-07,Lima,Santa Rosa,prec_acum,0
1967-10-08,Lima,Santa Rosa,prec_acum,0
1967-10-09,Lima,Santa Rosa,prec_acum,0
1967-10-10,Lima,Santa Rosa,prec_acum,0
1967-10-11,Lima,Santa Rosa,prec_acum,0
1967-10-12,Lima,Santa Rosa,prec_acum,0
1967-10-13,Lima,Santa Rosa,prec_acum,0
1967-10-14,Lima,Santa Rosa,prec_acum,0
1967-10-15,Lima,Santa Rosa,prec_acum,0
1967-10-16,Lima,Santa Rosa,prec_acum,0
1967-10-17,Lima,Santa Rosa,prec_acum,0
1967-10-18,Lima,Santa Rosa,prec_acum,0
1967-10-19,Lima,Santa Rosa,prec_acum,0
1967-10-20,Lima,Santa Rosa,prec_acum,0
1967-10-21,Lima,Santa Rosa,prec_acum,0
1967-10-22,Lima,Santa Rosa,prec_acum,0
1967-10-23,Lima,Santa Rosa,prec_acum,0
1967-10-24,Lima,Santa Rosa,prec_acum,0
1967-10-25,Lima,Santa Rosa,prec_acum,0
1967-10-26,Lima,Santa Rosa,prec_acum,0
1967-10-27,Lima,Santa Rosa,prec_acum,0
1967-10-28,Lima,Santa Rosa,prec_acum,0
1967-10-29,Lima,Santa Rosa,prec_acum,0
1967-10-30,Lima,Santa Rosa,prec_acum,0
1967-10-31,Lima,Santa Rosa,prec_acum,0
1967-11-01,Lima,Santa Rosa,prec_acum,0
1967-11-02,Lima,Santa Rosa,prec_acum,0
1967-11-03,Lima,Santa Rosa,prec_acum,0
1967-11-04,Lima,Santa Rosa,prec_acum,0
1967-11-05,Lima,Santa Rosa,prec_acum,0
1967-11-06,Lima,Santa Rosa,prec_acum,0
1967-11-07,Lima,Santa Rosa,prec_acum,0
1967-11-08,Lima,Santa Rosa,prec_acum,0
1967-11-09,Lima,Santa Rosa,prec_acum,0
1967-11-10,Lima,Santa Rosa,prec_acum,0
1967-11-11,Lima,Santa Rosa,prec_acum,0
1967-11-12,Lima,Santa Rosa,prec_acum,0
1967-11-13,Lima,Santa Rosa,prec_acum,0
1967-11-14,Lima,Santa Rosa,prec_acum,0
1967-11-15,Lima,Santa Rosa,prec_acum,0
1967-11-16,Lima,Santa Rosa,prec_acum,0
1967-11-17,Lima,Santa Rosa,prec_acum,0
1967-11-18,Lima,Santa Rosa,prec_acum,0
1967-11-19,Lima,Santa Rosa,prec_acum,0
1967-11-20,Lima,Santa Rosa,prec_acum,0
1967-11-21,Lima,Santa Rosa,prec_acum,0
1967-11-22,Lima,Santa Rosa,prec_acum,0
1967-11-23,Lima,Santa Rosa,prec_acum,0
1967-11-24,Lima,Santa Rosa,prec_acum,0
1967-11-25,Lima,Santa Rosa,prec_acum,0
1967-11-26,Lima,Santa Rosa,prec_acum,0
1967-11-27,Lima,Santa Rosa,prec_acum,0
1967-11-28,Lima,Santa Rosa,prec_acum,0
1967-11-29,Lima,Santa Rosa,prec_acum,0
1967-11-30,Lima,Santa Rosa,prec_acum,0
1967-12-01,Lima,Santa Rosa,prec_acum,0
1967-12-02,Lima,Santa Rosa,prec_acum,0
1967-12-03,Lima,Santa Rosa,prec_acum,0
1967-12-04,Lima,Santa Rosa,prec_acum,0
1967-12-05,Lima,Santa Rosa,prec_acum,0
1967-12-06,Lima,Santa Rosa,prec_acum,0
1967-12-07,Lima,Santa Rosa,prec_acum,0
1967-12-08,Lima,Santa Rosa,prec_acum,0
1967-12-09,Lima,Santa Rosa,prec_acum,0
1967-12-10,Lima,Santa Rosa,prec_acum,0
1967-12-11,Lima,Santa Rosa,prec_acum,0
1967-12-12,Lima,Santa Rosa,prec_acum,0
1967-12-13,Lima,Santa Rosa,prec_acum,0
1967-12-14,Lima,Santa Rosa,prec_acum,0.2
1967-12-15,Lima,Santa Rosa,prec_acum,0
1967-12-16,Lima,Santa Rosa,prec_acum,0
1967-12-17,Lima,Santa Rosa,prec_acum,0
1967-12-18,Lima,Santa Rosa,prec_acum,1.1
1967-12-19,Lima,Santa Rosa,prec_acum,0
1967-12-20,Lima,Santa Rosa,prec_acum,0
1967-12-21,Lima,Santa Rosa,prec_acum,0
1967-12-22,Lima,Santa Rosa,prec_acum,0
1967-12-23,Lima,Santa Rosa,prec_acum,0
1967-12-24,Lima,Santa Rosa,prec_acum,0
1967-12-25,Lima,Santa Rosa,prec_acum,0
1967-12-26,Lima,Santa Rosa,prec_acum,0
1967-12-27,Lima,Santa Rosa,prec_acum,0
1967-12-28,Lima,Santa Rosa,prec_acum,0
1967-12-29,Lima,Santa Rosa,prec_acum,0
1967-12-30,Lima,Santa Rosa,prec_acum,0
1967-12-31,Lima,Santa Rosa,prec_acum,0
1968-01-01,Lima,Santa Rosa,prec_acum,0
1968-01-02,Lima,Santa Rosa,prec_acum,0
1968-01-03,Lima,Santa Rosa,prec_acum,0
1968-01-04,Lima,Santa Rosa,prec_acum,0
1968-01-05,Lima,Santa Rosa,prec_acum,0
1968-01-06,Lima,Santa Rosa,prec_acum,0
1968-01-07,Lima,Santa Rosa,prec_acum,0
1968-01-08,Lima,Santa Rosa,prec_acum,0
1968-01-09,Lima,Santa Rosa,prec_acum,0
1968-01-10,Lima,Santa Rosa,prec_acum,0
1968-01-11,Lima,Santa Rosa,prec_acum,0
1968-01-12,Lima,Santa Rosa,prec_acum,0
1968-01-13,Lima,Santa Rosa,prec_acum,0
1968-01-14,Lima,Santa Rosa,prec_acum,0
1968-01-15,Lima,Santa Rosa,prec_acum,0
1968-01-16,Lima,Santa Rosa,prec_acum,0
1968-01-17,Lima,Santa Rosa,prec_acum,0
1968-01-18,Lima,Santa Rosa,prec_acum,0
1968-01-19,Lima,Santa Rosa,prec_acum,0
1968-01-20,Lima,Santa Rosa,prec_acum,0
1968-01-21,Lima,Santa Rosa,prec_acum,0
1968-01-22,Lima,Santa Rosa,prec_acum,0
1968-01-23,Lima,Santa Rosa,prec_acum,0
1968-01-24,Lima,Santa Rosa,prec_acum,0
1968-01-25,Lima,Santa Rosa,prec_acum,0
1968-01-26,Lima,Santa Rosa,prec_acum,0
1968-01-27,Lima,Santa Rosa,prec_acum,0
1968-01-28,Lima,Santa Rosa,prec_acum,0
1968-01-29,Lima,Santa Rosa,prec_acum,0
1968-01-30,Lima,Santa Rosa,prec_acum,0
1968-01-31,Lima,Santa Rosa,prec_acum,0
1968-02-01,Lima,Santa Rosa,prec_acum,0
1968-02-02,Lima,Santa Rosa,prec_acum,0
1968-02-03,Lima,Santa Rosa,prec_acum,0
1968-02-04,Lima,Santa Rosa,prec_acum,0
1968-02-05,Lima,Santa Rosa,prec_acum,0
1968-02-06,Lima,Santa Rosa,prec_acum,0
1968-02-07,Lima,Santa Rosa,prec_acum,0
1968-02-08,Lima,Santa Rosa,prec_acum,0
1968-02-09,Lima,Santa Rosa,prec_acum,0
1968-02-10,Lima,Santa Rosa,prec_acum,0
1968-02-11,Lima,Santa Rosa,prec_acum,0
1968-02-12,Lima,Santa Rosa,prec_acum,0
1968-02-13,Lima,Santa Rosa,prec_acum,0
1968-02-14,Lima,Santa Rosa,prec_acum,0
1968-02-15,Lima,Santa Rosa,prec_acum,0
1968-02-16,Lima,Santa Rosa,prec_acum,0
1968-02-17,Lima,Santa Rosa,prec_acum,0
1968-02-18,Lima,Santa Rosa,prec_acum,0
1968-02-19,Lima,Santa Rosa,prec_acum,0
1968-02-20,Lima,Santa Rosa,prec_acum,0
1968-02-21,Lima,Santa Rosa,prec_acum,0
1968-02-22,Lima,Santa Rosa,prec_acum,0
1968-02-23,Lima,Santa Rosa,prec_acum,0
1968-02-24,Lima,Santa Rosa,prec_acum,0
1968-02-25,Lima,Santa Rosa,prec_acum,0
1968-02-26,Lima,Santa Rosa,prec_acum,0
1968-02-27,Lima,Santa Rosa,prec_acum,0
1968-02-28,Lima,Santa Rosa,prec_acum,0
1968-02-29,Lima,Santa Rosa,prec_acum,0
1968-03-01,Lima,Santa Rosa,prec_acum,0
1968-03-02,Lima,Santa Rosa,prec_acum,0
1968-03-03,Lima,Santa Rosa,prec_acum,0
1968-03-04,Lima,Santa Rosa,prec_acum,0
1968-03-05,Lima,Santa Rosa,prec_acum,0
1968-03-06,Lima,Santa Rosa,prec_acum,0
1968-03-07,Lima,Santa Rosa,prec_acum,0
1968-03-08,Lima,Santa Rosa,prec_acum,0
1968-03-09,Lima,Santa Rosa,prec_acum,0
1968-03-10,Lima,Santa Rosa,prec_acum,0
1968-03-11,Lima,Santa Rosa,prec_acum,0
1968-03-12,Lima,Santa Rosa,prec_acum,0
1968-03-13,Lima,Santa Rosa,prec_acum,0
1968-03-14,Lima,Santa Rosa,prec_acum,0
1968-03-15,Lima,Santa Rosa,prec_acum,0
1968-03-16,Lima,Santa Rosa,prec_acum,0
1968-03-17,Lima,Santa Rosa,prec_acum,0
1968-03-18,Lima,Santa Rosa,prec_acum,0
1968-03-19,Lima,Santa Rosa,prec_acum,0
1968-03-20,Lima,Santa Rosa,prec_acum,0
1968-03-21,Lima,Santa Rosa,prec_acum,0
1968-03-22,Lima,Santa Rosa,prec_acum,0
1968-03-23,Lima,Santa Rosa,prec_acum,0
1968-03-24,Lima,Santa Rosa,prec_acum,0
1968-03-25,Lima,Santa Rosa,prec_acum,0
1968-03-26,Lima,Santa Rosa,prec_acum,0
1968-03-27,Lima,Santa Rosa,prec_acum,0
1968-03-28,Lima,Santa Rosa,prec_acum,0
1968-03-29,Lima,Santa Rosa,prec_acum,0
1968-03-30,Lima,Santa Rosa,prec_acum,0
1968-03-31,Lima,Santa Rosa,prec_acum,0
1968-04-01,Lima,Santa Rosa,prec_acum,0
1968-04-02,Lima,Santa Rosa,prec_acum,0
1968-04-03,Lima,Santa Rosa,prec_acum,0
1968-04-04,Lima,Santa Rosa,prec_acum,0
1968-04-05,Lima,Santa Rosa,prec_acum,0
1968-04-06,Lima,Santa Rosa,prec_acum,0
1968-04-07,Lima,Santa Rosa,prec_acum,0
1968-04-08,Lima,Santa Rosa,prec_acum,0
1968-04-09,Lima,Santa Rosa,prec_acum,0
1968-04-10,Lima,Santa Rosa,prec_acum,0
1968-04-11,Lima,Santa Rosa,prec_acum,0
1968-04-12,Lima,Santa Rosa,prec_acum,0
1968-04-13,Lima,Santa Rosa,prec_acum,0
1968-04-14,Lima,Santa Rosa,prec_acum,0
1968-04-15,Lima,Santa Rosa,prec_acum,0
1968-04-16,Lima,Santa Rosa,prec_acum,0
1968-04-17,Lima,Santa Rosa,prec_acum,0
1968-04-18,Lima,Santa Rosa,prec_acum,0
1968-04-19,Lima,Santa Rosa,prec_acum,0
1968-04-20,Lima,Santa Rosa,prec_acum,0
1968-04-21,Lima,Santa Rosa,prec_acum,0
1968-04-22,Lima,Santa Rosa,prec_acum,0
1968-04-23,Lima,Santa Rosa,prec_acum,0
1968-04-24,Lima,Santa Rosa,prec_acum,0
1968-04-25,Lima,Santa Rosa,prec_acum,0
1968-04-26,Lima,Santa Rosa,prec_acum,0
1968-04-27,Lima,Santa Rosa,prec_acum,0
1968-04-28,Lima,Santa Rosa,prec_acum,0
1968-04-29,Lima,Santa Rosa,prec_acum,0
1968-04-30,Lima,Santa Rosa,prec_acum,0
1968-05-01,Lima,Santa Rosa,prec_acum,0
1968-05-02,Lima,Santa Rosa,prec_acum,0
1968-05-03,Lima,Santa Rosa,prec_acum,0
1968-05-04,Lima,Santa Rosa,prec_acum,0
1968-05-05,Lima,Santa Rosa,prec_acum,0
1968-05-06,Lima,Santa Rosa,prec_acum,0
1968-05-07,Lima,Santa Rosa,prec_acum,0
1968-05-08,Lima,Santa Rosa,prec_acum,0
1968-05-09,Lima,Santa Rosa,prec_acum,0
1968-05-10,Lima,Santa Rosa,prec_acum,0
1968-05-11,Lima,Santa Rosa,prec_acum,0
1968-05-12,Lima,Santa Rosa,prec_acum,0
1968-05-13,Lima,Santa Rosa,prec_acum,0
1968-05-14,Lima,Santa Rosa,prec_acum,0
1968-05-15,Lima,Santa Rosa,prec_acum,0
1968-05-16,Lima,Santa Rosa,prec_acum,0
1968-05-17,Lima,Santa Rosa,prec_acum,0
1968-05-18,Lima,Santa Rosa,prec_acum,0
1968-05-19,Lima,Santa Rosa,prec_acum,0
1968-05-20,Lima,Santa Rosa,prec_acum,0
1968-05-21,Lima,Santa Rosa,prec_acum,0
1968-05-22,Lima,Santa Rosa,prec_acum,0
1968-05-23,Lima,Santa Rosa,prec_acum,0
1968-05-24,Lima,Santa Rosa,prec_acum,0
1968-05-25,Lima,Santa Rosa,prec_acum,0
1968-05-26,Lima,Santa Rosa,prec_acum,0
1968-05-27,Lima,Santa Rosa,prec_acum,0
1968-05-28,Lima,Santa Rosa,prec_acum,0
1968-05-29,Lima,Santa Rosa,prec_acum,0
1968-05-30,Lima,Santa Rosa,prec_acum,0
1968-05-31,Lima,Santa Rosa,prec_acum,0
1968-06-01,Lima,Santa Rosa,prec_acum,0
1968-06-02,Lima,Santa Rosa,prec_acum,0
1968-06-03,Lima,Santa Rosa,prec_acum,0
1968-06-04,Lima,Santa Rosa,prec_acum,0
1968-06-05,Lima,Santa Rosa,prec_acum,0
1968-06-06,Lima,Santa Rosa,prec_acum,0
1968-06-07,Lima,Santa Rosa,prec_acum,0
1968-06-08,Lima,Santa Rosa,prec_acum,0
1968-06-09,Lima,Santa Rosa,prec_acum,0
1968-06-10,Lima,Santa Rosa,prec_acum,0
1968-06-11,Lima,Santa Rosa,prec_acum,0
1968-06-12,Lima,Santa Rosa,prec_acum,0
1968-06-13,Lima,Santa Rosa,prec_acum,0
1968-06-14,Lima,Santa Rosa,prec_acum,0
1968-06-15,Lima,Santa Rosa,prec_acum,0
1968-06-16,Lima,Santa Rosa,prec_acum,0
1968-06-17,Lima,Santa Rosa,prec_acum,0
1968-06-18,Lima,Santa Rosa,prec_acum,0
1968-06-19,Lima,Santa Rosa,prec_acum,0
1968-06-20,Lima,Santa Rosa,prec_acum,0
1968-06-21,Lima,Santa Rosa,prec_acum,0
1968-06-22,Lima,Santa Rosa,prec_acum,0
1968-06-23,Lima,Santa Rosa,prec_acum,0
